release_id	title	platform	first_release_date	reception_score	lifetime_units	publisher	developer	genre	media_type	release_jp	release_na	release_eu	release_br	first_release_raw	source_url	notes
58039	Dragon's Lair Trilogy	Xbox One	2019-05-17	65.0		Digital Leisure	Digital Leisure	Retro collection	Blu-ray		2019-05-17	2019-05-17			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58040	Molecats	Xbox One	2019-05-17	65.0		Vidroid	Vidroid	Puzzle	Blu-ray	2019-05-17	2019-05-17	2019-05-17			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58041	Steel Rats	Xbox One	2019-05-17	65.0		Tate Multimedia	Tate Multimedia	Action	Blu-ray		2019-05-17	2019-05-17			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58042	Omensight	PlayStation 4	2019-05-15	65.0		Spearhead Games	Spearhead Games	Action role-playing	Blu-ray		2019-05-18	2019-05-15			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58043	American Fugitive	PlayStation 4	2019-05-21	65.0		Fallen Tree Games	JP: Teyon JapanWW: Curve Digital	Actionsandbox	Blu-ray	2020-01-30	2019-05-21	2019-05-21			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58044	Atelier Lulua: The Scion of Arland	PlayStation 4	2019-03-20	65.0		Koei Tecmo	Gust	Role-playing	Blu-ray	2019-03-20	2019-05-21	2019-05-24			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58045	Back in 1995	PlayStation Vita	2019-05-21	65.0		Ratalaika Games	Throw the Warped Code Out	Survival horror	PS Vita Card		2019-05-21	2019-06-28			https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(A%E2%80%93D)	
58046	Dauntless	Xbox One	2019-05-21	65.0		Epic Games	Phoenix Labs	Massively multiplayer online	Blu-ray		2019-05-21	2019-05-21			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58047	Fission Superstar X	Xbox One	2019-05-21	65.0		Turbo Pelvis 3000	Turbo Pelvis 3000	Roguelite Shoot-em-up	Blu-ray	2019-05-21	2019-05-21	2019-05-21			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58048	Killing Floor: Double Feature	PlayStation 4	2019-05-21	65.0		Tripwire Interactive	Tripwire Interactive	First-person shooter	Blu-ray		2019-05-21	2019-05-21			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58049	Observation	PlayStation 4	2019-05-21	65.0		Devolver Digital	No Code	Adventurehorrorpuzzle	Blu-ray	2019-09-05	2019-05-21	2019-05-21			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58050	Slay the Spire	PlayStation 4	2019-05-21	65.0		Humble Bundle	MegaCrit	Roguelike deck-building	Blu-ray	2019-06-18	2019-05-21	2019-05-21			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58051	Team Sonic Racing	PlayStation 4	2019-05-21	65.0		Sega	Sumo Digital	Racing	Blu-ray	2019-05-21	2019-05-21	2019-05-21			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58052	Team Sonic Racing	Xbox One	2019-05-21	65.0		Sega	Sumo Digital	Racing	Blu-ray	2019-05-21	2019-05-21	2019-05-21			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58053	Back in 1995	Xbox One	2019-05-22	65.0		Ratalaika Games	Throw the Warped Code Out	Survival horror	Blu-ray	2019-05-22	2019-05-22	2019-05-22			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58054	Marenian Tavern Story: Patty and the Hungry God	Xbox One	2019-05-22	65.0		Kemco	Rideon	Role playing, JRPG	Blu-ray	2019-05-22	2019-05-22	2019-05-22			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58055	The Last Door	Xbox One	2019-05-22	65.0		Plug In Digital	Game Kitchen	Horroradventure	Blu-ray		2019-05-22	2019-05-22			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58056	Daisenryaku Daitoua Koboshi DX: Dainiji Sekai Taisen	Nintendo 3DS	2019-05-23	65.0		SystemSoft Alpha	SystemSoft Alpha		Cartridge	2019-05-23					https://en.wikipedia.org/wiki/List_of_Nintendo_3DS_games_(0%E2%80%93M)	
58057	Pathologic 2	Xbox One	2019-05-23	65.0		TinyBuild	Ice-Pick Lodge	Adventure, Horror	Blu-ray	2019-12-12	2019-05-23	2019-05-23			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58058	The Last Door	PlayStation 4	2019-05-23	65.0		Plug In Digital	Game Kitchen	Point-and-click adventure	Blu-ray		2019-05-23	2019-05-23			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58059	American Fugitive	Xbox One	2019-05-23	65.0		Curve Digital	Fallen Tree Games	Open worldaction-adventure	Blu-ray	2019-05-23	2019-05-24	2019-05-23			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58060	Bring to Light	Xbox One	2019-05-24	65.0		Red Meat Games	Red Meat Games	Horror	Blu-ray	2019-05-24	2019-05-24	2019-05-24			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58061	Dollhouse	PlayStation 4	2019-05-24	65.0		Soedesco	Creazn Studio	Adventure	Blu-ray		2019-05-24	2019-05-24			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58062	Minion Masters: Forced to Duel	Xbox One	2019-05-24	65.0		BetaDwarf	BetaDwarf	Battle arena	Blu-ray		2019-05-24	2019-05-24			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58063	Skelly Selest	Xbox One	2019-05-24	65.0		Digerati	Anthony Case, Stage Clear Studios	Roguelite arena shooter	Blu-ray	2019-05-24	2019-05-24	2019-05-24			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58064	Super Tennis Blast	Xbox One	2019-05-24	65.0		Unfinished Pixel	Unfinished Pixel	Sports	Blu-ray	2019-05-24	2019-05-24	2019-05-24			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58065	Cricket 19	PlayStation 4	2019-05-28	65.0		Big Ant Studios	Big Ant Studios	Sports	Blu-ray	2019-05-28	2019-05-28	2019-05-28			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58066	Cricket 19	Xbox One	2019-05-28	65.0		Big Ant Studios	Big Ant Studios	Sports	Blu-ray	2019-05-28	2019-05-28	2019-05-28			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58067	Five Nights at Freddy's: Help Wanted	PlayStation 4	2019-05-28	65.0		Steel Wool	Clickteam	Survival horror	Blu-ray	2019-12-20	2019-05-28	2019-05-28			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58068	Lapis x Labyrinth	PlayStation 4	2019-05-28	65.0		NIS America	NIS America	Role-playing	Blu-ray	2019-05-28	2019-05-28	2019-05-28			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58069	Layers of Fear 2	PlayStation 4	2019-05-28	65.0		Gun Media	Bloober Team	Psychological horror	Blu-ray	2019-11-21	2019-05-28	2019-05-28			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58070	Layers of Fear 2	Xbox One	2019-05-28	65.0		Bloober Team	Bloober Team	Horror	Blu-ray		2019-05-28	2019-05-28			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58071	Neverout	Xbox One	2019-05-27	65.0		Gamedust	Gamedust	First person puzzle game	Blu-ray	2019-05-27	2019-05-28	2019-05-27			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58072	Snooker Nation Championship	Xbox One	2019-05-28	65.0		Cherry Pop Games	Cherry Pop Games	Sports	Blu-ray	2019-05-28	2019-05-28	2019-05-28			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58073	Unruly Heroes	PlayStation 4	2019-05-28	65.0		Magic Design Studios	Magic Design Studios	Platform	Blu-ray	2019-07-19	2019-05-28	2019-05-28			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58074	Warlock's Tower	PlayStation 4	2019-05-28	65.0		Ratalaika Games	Midipixel	Puzzle	Blu-ray	2020-08-07	2019-05-28	2019-05-29			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58075	Warlock's Tower	PlayStation Vita	2019-05-28	65.0		Ratalaika Games	Midipixel	Action	PS Vita Card		2019-05-28				https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(W%E2%80%93Z)	
58076	DayZ	PlayStation 4	2019-05-29	65.0		Bohemia Interactive	Bohemia Interactive	Survival	Blu-ray	2019-05-29	2019-05-29	2019-05-29			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58077	DragonFangZ: The Rose & Dungeon of Time	PlayStation 4	2018-03-29	65.0		Toydea	Toydea	Role-playingroguelike	Blu-ray	2018-03-29	2019-05-29	2019-06-10			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58078	No Heroes Here	PlayStation 4	2018-05-31	65.0		Mad Mimic	Mad Mimic	Tower defense	Blu-ray	2018-05-31	2019-05-29				https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58079	Outer Wilds	Xbox One	2019-05-29	65.0		Annapurna Interactive	Mobius Digital	First person adventure	Blu-ray		2019-05-29	2019-05-29			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58080	Void Bastards	Xbox One	2019-05-29	65.0		Humble Bundle	Blue Munchu	Roguelike first person shooter	Blu-ray	2019-05-29	2019-05-29	2019-05-29			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58081	Warlock's Tower	Xbox One	2019-05-29	65.0		Ratalaika Games	Midipixel	Puzzle	Blu-ray	2019-05-29	2019-05-29	2019-05-29			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58082	Arcade Archives: Alpine Ski	PlayStation 4	2019-05-30	65.0		Hamster Corporation	Taito	Skiing	Blu-ray	2019-05-30	2019-05-30				https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58083	Hollow	Xbox One	2019-05-30	65.0		Forever Entertainment	MMEU	Sci-Fi Horror	Blu-ray		2019-05-30	2019-05-30			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58084	Super Cane Magic Zero	PlayStation 4	2019-05-30	65.0		Studio Evil	Studio Evil	Role-playing	Blu-ray	2019-08-29	2019-05-30	2019-05-30			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58085	Timberman	Nintendo 3DS	2019-05-30	65.0		Insane Code	Insane Code		Cartridge		2019-05-30	2019-05-30			https://en.wikipedia.org/wiki/List_of_Nintendo_3DS_games_(N%E2%80%93Z)	
58086	VA-11 Hall-A: Cyberpunk Bartender Action	PlayStation 4	2019-05-02	65.0		Ysbryd Games	Sukeban Games	Simulation, visual novel	Blu-ray	2019-05-02	2019-05-30	2019-05-02			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58087	Golem Gates	Xbox One	2019-05-31	65.0		Digerati	Laser Guided Games	Real time strategy, collectible card game	Blu-ray		2019-05-31	2019-05-31			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58088	Hellmut: The Badass from Hell	Xbox One	2019-05-31	65.0		2tainment	Volcani.cc	Roguelike shooter	Blu-ray	2019-05-31	2019-05-31	2019-05-31			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58089	Trover Saves the Universe	PlayStation 4	2019-05-31	65.0		Squanch Games	Squanch Games	Adventure	Blu-ray		2019-05-31	2019-05-31			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58090	Effie	PlayStation 4	2019-06-04	65.0		Inverge Studios	Inverge Studios	Action-adventureplatform	Blu-ray		2019-06-04	2019-06-04			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58091	Kotodama: The 7 Mysteries of Fujisawa	PlayStation 4	2019-05-31	65.0		PQube	Art Co., Ltd	Visual novel	Blu-ray		2019-06-04	2019-05-31			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58092	Neon Junctions	PlayStation Vita	2019-06-04	65.0		Ratalaika Games	9 Eyes Game Studio	Puzzle	PS Vita Card		2019-06-04				https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(M%E2%80%93O)	
58093	Persona Q2: New Cinema Labyrinth	Nintendo 3DS	2018-11-29	65.0		Atlus	Atlus		Cartridge	2018-11-29	2019-06-04	2019-06-04			https://en.wikipedia.org/wiki/List_of_Nintendo_3DS_games_(N%E2%80%93Z)	
58094	PixArk	PlayStation 4	2019-05-31	65.0		Snail Games	Snail Games	Survival	Blu-ray	2019-07-04	2019-06-04	2019-05-31			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58095	Super Blood Hockey	PlayStation 4	2019-06-04	65.0		Digerati	Loren Lemke	Sports	Blu-ray		2019-06-04	2019-06-05			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58096	The Legend of Heroes: Trails of Cold Steel II	PlayStation 4	2018-04-26	65.0		JP: Nihon FalcomWW: Xseed Games	Nihon Falcom	Role-playing	Blu-ray	2018-04-26	2019-06-04	2019-06-07			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58097	Timespinner	Xbox One	2019-06-04	65.0		Chucklefish	Lunar Ray Games	Metroidvania, Action-adventure	Blu-ray		2019-06-04	2019-06-04			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58098	Warhammer: Chaosbane	PlayStation 4	2019-06-04	65.0		Bigben Interactive	Eko Software	Action role-playing	Blu-ray	2020-01-30	2019-06-04	2019-06-04			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58099	Warhammer: Chaosbane	Xbox One	2019-06-04	65.0		Bigben Interactive	Eko Games	Action role-playing	Blu-ray		2019-06-04	2019-06-04			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58100	Word Wheel by POWGI	PlayStation Vita	2019-06-04	65.0		Lightwood Games	Lightwood Games	Puzzle	PS Vita Card		2019-06-04				https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(W%E2%80%93Z)	
58101	Asdivine Dios	Xbox One	2019-06-05	65.0		Kemco	Exe Create	Japanese role-playing	Blu-ray	2019-06-05	2019-06-05	2019-06-05			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58102	Neon Junctions	Xbox One	2019-06-05	65.0		Ratalaika Games	9 Eyes Game Studio	First-person puzzle	Blu-ray	2019-06-05	2019-06-05	2019-06-05			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58103	Hellmut: The Badass from Hell	PlayStation 4	2019-06-06	65.0		2Tainment	GrindstoneVolcani	Shooterroguelike	Blu-ray		2019-06-06	2019-12-17			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58104	MotoGP 19	PlayStation 4	2019-06-06	65.0		Milestone srl	Milestone srl	Racing	Blu-ray	2019-06-06	2019-06-06	2019-06-06			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58105	MotoGP 19	Xbox One	2019-06-06	65.0		Milestone	Milestone srl	Racing	Blu-ray	2019-06-06	2019-06-06	2019-06-06			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58106	Toki	PlayStation 4	2019-06-06	65.0		Microids	Microids	Platform	Blu-ray		2019-06-06	2019-06-06			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58107	A-Train Express	PlayStation 4	2017-12-21	65.0		Degica Games	Artdink	Simulation	Blu-ray	2017-12-21	2019-06-07	2019-05-22			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58108	Omensight	Xbox One	2019-06-07	65.0		Digerati	Spearhead Games, Nephilim Game Studios	Action murder mystery	Blu-ray	2019-06-07	2019-06-07	2019-06-07			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58109	Party Golf	Xbox One	2019-06-07	65.0		Giant Margarita	Giant Margarita	Sports, party game	Blu-ray	2019-06-07	2019-06-07	2019-06-07			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58110	Refunct	PlayStation 4	2019-06-07	65.0		Dominique Grieshofer	Dominique Grieshofer	Platform	Blu-ray		2019-06-07	2019-06-07			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58111	Stunt Kite Party	Xbox One	2019-06-07	65.0		THQ Nordic	HandyGames	Action, Party	Blu-ray		2019-06-07	2019-06-07			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58112	Super Blood Hockey	Xbox One	2019-06-07	65.0		Digerati	Loren Lemcke, Kittehface Software	Sports	Blu-ray	2019-06-07	2019-06-07	2019-06-07			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58113	Riverbond	PlayStation 4	2019-06-09	65.0		Cococucumber	Cococucumber	Action role-playing	Blu-ray	2019-12-10	2019-06-09	2019-06-17			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58114	Riverbond	Xbox One	2019-06-09	65.0		Cococucumber	Cococucumber	Action	Blu-ray	2019-06-09	2019-06-09	2019-06-09			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58115	Supermarket Shriek	Xbox One	2019-06-09	65.0		Billy Goat Entertainment	Billy Goat Entertainment	Racing	Blu-ray	2019-06-09	2019-06-09	2019-06-09			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58116	Contra Anniversary Collection	PlayStation 4	2019-06-11	65.0		Konami	Konami	Run and gun	Blu-ray	2019-06-12	2019-06-11	2019-06-11			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58117	Contra Anniversary Collection	Xbox One	2019-06-11	65.0		Konami	Konami	Classics collection	Blu-ray	2019-06-12	2019-06-11	2019-06-11			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58118	Dragon Star Varnir	PlayStation 4	2018-10-11	65.0		NA: Idea FactoryEU: Reef	Compile Heart	Role-playingturn-based	Blu-ray	2018-10-11	2019-06-11	2019-06-13			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58119	Queen's Quest 3: The End of Dawn	PlayStation 4	2019-06-11	65.0		Artifex Mundi	Brave Giant	Puzzlehidden object	Blu-ray		2019-06-11	2019-06-11			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58120	The House in Fata Morgana: Dream of the Revenants Edition	PlayStation 4	2019-06-11	65.0		Limited Run Games	Novectacle	Visual novel	Blu-ray	2019-10-24	2019-06-11	2019-06-11			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58121	2urvive	Xbox One	2019-06-12	65.0		2bad Games	2bad Games	Top-down shooter	Blu-ray	2019-06-12	2019-06-12	2019-06-12			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58122	Doodle God: Evolution	Xbox One	2019-06-13	65.0		JoyBits	JoyBits	Puzzle	Blu-ray	2019-06-13	2019-06-13	2019-06-13			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58123	Pinball Breaker 2	Nintendo 3DS	2019-06-13	65.0		nuGAME	nuGAME		Cartridge		2019-06-13	2019-07-04			https://en.wikipedia.org/wiki/List_of_Nintendo_3DS_games_(N%E2%80%93Z)	
58124	Scoop! Around the World in 80 Spaces	Nintendo Wii U	2019-06-13	65.0		BNC Design Studios	BNC Design Studios		Optical Disc		2019-06-13				https://en.wikipedia.org/wiki/List_of_Wii_U_games	
58125	Hexologic	Xbox One	2019-06-14	65.0		Mythic Owls	Mythic Owls	Puzzle	Blu-ray	2019-06-14	2019-06-14	2019-06-14			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58126	Queen's Quest 3: The End of Dawn	Xbox One	2019-06-13	65.0		Artifex Mundi	Brave Giant	Hidden object adventure	Blu-ray	2019-06-13	2019-06-14	2019-06-13			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58127	Verlet Swing	Xbox One	2019-06-14	65.0		Digerati	Flamebait Games, Stage Clear Studios	Action	Blu-ray		2019-06-14	2019-06-14			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58128	198X	PlayStation 4	2019-06-16	65.0		Reset Media	Hi-Bit Studios	Arcade	Blu-ray	2020-12-14	2019-06-16	2019-06-20			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58129	Toki Juju Densetsu	Xbox One	2019-06-17	65.0		Microids	Microids	Platformer	Blu-ray	2019-06-17	2019-06-17	2019-06-17			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58130	Another Sight	Xbox One	2019-06-18	65.0		Toplitz Productions	Lunar Great Wall Studios	Action-adventure	Blu-ray	2019-06-18	2019-06-18	2019-06-18			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58131	Bloodstained: Ritual of the Night	PlayStation 4	2019-06-18	65.0		505 Games	Inti Creates	Metroidvania	Blu-ray	2019-10-24	2019-06-18	2019-06-18			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58132	Bloodstained: Ritual of the Night	Xbox One	2019-06-18	65.0		505 Games	Inti Creates	Metroidvania	Blu-ray	2019-06-18	2019-06-18	2019-06-18			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58133	Citizens of Space	PlayStation 4	2019-06-18	65.0		Sega	Eden Industries	Role-playing	Blu-ray		2019-06-18	2019-06-18			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58134	Citizens of Space	Xbox One	2019-06-18	65.0		Sega	Eden Industries	Role-playing	Blu-ray		2019-06-18	2019-06-18			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58135	Crystal Crisis	PlayStation 4	2019-06-18	65.0		JP: PikiiWW: Nicalis	Nicalis	Puzzle	Blu-ray	2019-08-01	2019-06-18	2019-06-19			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58136	Cybarian: The Time Travelling Warrior	PlayStation Vita	2019-06-18	65.0		Lightwood Games	Lightwood Games	Platform	PS Vita Card		2019-06-18	2019-06-18			https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(A%E2%80%93D)	
58137	Luna	PlayStation 4	2019-06-18	65.0		Funomena	Funomena	Puzzle	Blu-ray	2019-08-07	2019-06-18	2019-06-19			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58138	Antiquia Lost	Xbox One	2019-06-19	65.0		Kemco	Exe Create	Japanese role-playing	Blu-ray	2019-06-19	2019-06-19	2019-06-19			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58139	Cybarian: The Time Travelling Warrior	Xbox One	2019-06-19	65.0		Ratalaika Games	Ritual Games	Action-platformer, Retro	Blu-ray	2019-06-19	2019-06-19	2019-06-19			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58140	Double Cross	Xbox One	2019-06-19	65.0		Graffiti Games	13AM Games	Platformer	Blu-ray		2019-06-19	2019-06-19			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58141	Gnosia	PlayStation Vita	2019-06-20	65.0		Mebius	Mebius	Visual novel	PS Vita Card	2019-06-20					https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(E%E2%80%93H)	
58142	BackSlash	Xbox One	2019-06-21	65.0		Skeleton Crew Studios	Skeleton Crew Studios	Platform arena brawler	Blu-ray	2019-06-21	2019-06-21	2019-06-21			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
